,a,b,c,d
2018-02-09,5.426540396109421,3.6936592695503343,-1.9782752451003052,1.6162296329155146
2018-02-10,4.831299824283732,3.9989453292739605,-2.617354192271238,1.0660537820757028
2018-02-11,6.390717117610552,4.4693470567401645,-1.1781509454895878,0.7481613588986649
2018-02-12,5.516729455360802,4.484131659864947,-0.29872992319131775,0.6774009306053248
2018-02-13,6.38238762884196,5.5333839841589825,-0.7185991134399525,1.299712428725459
2018-02-14,6.4322813888095505,8.770801974402495,-2.094125318331469,0.9081496316538682
2018-02-15,8.548355977216588,8.884395970755122,-4.207066129535287,1.0651651580821597
2018-02-16,9.684204574199033,10.916982617571072,-5.362437456994915,0.5503311685688197
2018-02-17,9.954969564343582,10.927790275525092,-4.748129153151983,1.9741127211219536
2018-02-18,10.853232421425997,9.994094352086913,-4.807211729688095,2.6870996457987646
2018-02-19,11.255661473657026,11.058869233661586,-4.445980877022724,3.129363914433735
2018-02-20,11.416887066925732,11.744709608703353,-3.5500149994096315,1.809923108708036
2018-02-21,9.342082196552585,10.559591030208471,-2.911308659513611,2.7495564632208285
2018-02-22,10.498193163464965,9.896598100381754,-4.7463005160711225,4.290583133376272
2018-02-23,9.929138099696962,10.822212718888743,-4.127182238228248,3.522813937434666
2018-02-24,11.726855051846455,10.361247789553682,-3.740370521422907,5.069780869927268
2018-02-25,11.812785831585456,10.099760655165483,-1.66252468986852,5.699632425234935
2018-02-26,12.093159103530496,11.869811187995296,-1.5360915801768649,5.036021909764548
2018-02-27,11.923545663200573,11.046827766477463,-0.8096123244144762,5.3025822972154115
2018-02-28,12.881053825588154,12.040155039758616,-1.5027769970289087,4.868010315176373
2018-03-01,12.892494172818818,13.132361926413449,-2.4281663422403734,7.28774823283132
2018-03-02,13.654577488158916,11.928508420185997,-2.9976497796004216,6.502719316362747
2018-03-03,14.966445124422634,13.782465493233659,-2.6149148273166127,5.8423705769552265
2018-03-04,14.458379890067839,12.3689339399713,-1.742649647812779,4.890099391063915
2018-03-05,14.64734971538865,11.999713729614957,-4.120124135663025,5.765470589624905
2018-03-06,12.793490896338486,12.093348954294305,-3.802848860118135,5.781557674918089
2018-03-07,12.122926765798903,12.632205104877267,-4.801812440003462,6.405536916882667
2018-03-08,12.158133231255267,13.853591446551876,-5.537461414474091,5.899737993703929
2018-03-09,14.159508673068446,13.49583094689372,-3.762957662830882,7.555294874314301
2018-03-10,15.620875251958358,13.770570331323041,-4.247548064602624,6.994799874987663
2018-03-11,15.248153434201804,15.571954135871293,-3.3137064382700707,7.73271329373428
2018-03-12,13.431391507297853,15.62601326055684,-3.9948809470116045,7.373508080314864
2018-03-13,11.473500418496881,15.971207159271083,-3.5824637318673456,7.28417772348298
2018-03-14,9.802989901879782,14.166463966255535,-3.776874291571045,6.739759509417761
2018-03-15,11.508301865182315,14.082028071929797,-4.50781582537233,7.292304748488429
2018-03-16,12.864960323009855,14.900708835025629,-3.9144079089546313,7.016145418180982
2018-03-17,14.089482574745956,16.24892349453476,-5.2266133377819965,7.748876031384572
2018-03-18,13.6002539288976,16.54618213706894,-5.942407523470874,7.0577227488167065
2018-03-19,12.908384173713149,16.82009589775292,-4.674000107289675,6.560716815752551
2018-03-20,12.510138750373027,16.568009447158644,-4.302866999573537,4.764166701158987
2018-03-21,11.768771381373224,16.685104950006348,-3.9055559601303584,4.142844777312677
2018-03-22,11.974831667185255,13.907714212887553,-4.316414945461014,3.629774145642164
2018-03-23,12.864419153567267,13.0699817098989,-5.148073122665485,4.271146379779688
2018-03-24,13.660904694584756,13.46715751259019,-6.741121773618425,3.9383091342691676
2018-03-25,13.483024389711966,14.379878208520394,-5.993089090510102,3.813889360064232
2018-03-26,12.272275698545553,13.759797993055345,-6.385704115564282,3.1360708388641614
2018-03-27,13.485009182283648,12.83940469441324,-5.046805662095524,2.7586682877034354
2018-03-28,12.908480331318255,12.799619475447331,-4.824112476936796,2.605882930116916
2018-03-29,14.997412788004084,14.411122637510962,-6.294495762895323,3.2175391573184835
2018-03-30,15.549413089837385,13.231392779771875,-6.541202197932887,1.731618729302974
2018-03-31,15.89838984504747,9.648701091708338,-7.348368389432256,-7.78328926800409e-05
2018-04-01,15.452844715614305,10.03682635208318,-7.819839085870314,-2.6807380897418582
2018-04-02,15.503306981681819,11.663485031041427,-7.817070562279497,-1.7446866108937769
2018-04-03,16.076724690274595,12.333819898115902,-7.8823598774661425,-0.9829876129897226
2018-04-04,15.243377788503365,13.149326831467702,-9.566549175263699,0.512982246354474
2018-04-05,15.808609671074779,13.124329712138733,-10.034514068669669,-1.3668205133931326
2018-04-06,16.621468458779383,11.440331827532477,-10.349643190312314,-2.2018438588373854
2018-04-07,15.632562141262516,10.856534352985868,-8.105300258044242,-0.2717826590673966
2018-04-08,13.905042173903603,11.082942983731021,-9.957880077827838,-0.9337918768303762
2018-04-09,12.55549852413793,10.606039899270025,-10.340355096212596,-2.687184446379674
2018-04-10,15.023974852660373,11.16919130545555,-11.654557549372123,-0.5468056111300168
2018-04-11,14.301483458141519,12.449999771728049,-11.609562632965138,-1.7332859627041934
2018-04-12,14.283934393615704,13.108980438866201,-12.77357020877223,-1.660718718100293
2018-04-13,12.887886182782292,13.199703935339311,-14.376009240661546,-1.1749422989139147
2018-04-14,12.300188203198958,13.95025714887752,-13.948544730615783,-0.42833522171313765
2018-04-15,11.622001860521014,15.767964909474603,-13.911371911792695,-2.743265586056424
2018-04-16,12.92125810853726,15.785872697998958,-13.656590263499956,-3.0316429700318577
2018-04-17,11.549320698172997,17.26074130441857,-14.263911101051688,-4.154953530370159
2018-04-18,11.80926010435996,17.00401488383156,-13.88110741450423,-3.0356618053235946
2018-04-19,10.426137780564849,16.35672435534377,-14.92247531076631,-3.080857338682749
2018-04-20,9.571167742951504,13.938056270322392,-15.629360883318478,-3.3536643517246465
2018-04-21,9.82870251535958,13.68361616242014,-14.826580992227957,-4.789472932006234
2018-04-22,10.68463269761423,13.884083059374177,-15.504548311452595,-6.185353236662186
2018-04-23,14.249384653561858,15.055146620558023,-14.030858744061524,-5.0658737626548564
2018-04-24,14.669489648722088,16.72727417836904,-13.63616038292034,-3.520928389423368
2018-04-25,14.998986069189673,14.716228965163637,-13.218578041814101,-1.9082750924021183
2018-04-26,15.198241701590062,13.788601961154807,-13.408275407903483,-1.848292159403018
2018-04-27,16.152168380645463,13.573963597033385,-13.578877365249834,-1.691610214397399
2018-04-28,16.47507983680996,12.401896053249398,-12.901675850329166,-2.180965278751123
2018-04-29,14.424491238703167,10.942587050346674,-13.73780634662014,-2.1295838747094065
2018-04-30,13.977323861521114,11.329892041308991,-13.66254974491579,0.20983614483195367
2018-05-01,15.135914608031742,11.730034407566507,-13.055576392661171,1.2901085924068114
2018-05-02,15.612453978590693,13.385044581180221,-11.949715564835675,2.9159969427508647
2018-05-03,16.952240383457386,12.330307690140259,-13.043642966477668,2.4289732587931434
2018-05-04,17.811450526049452,12.272879912054691,-12.220919379943465,2.268518621980425
2018-05-05,17.73214799042755,11.223491644620198,-12.119502835259604,0.3533987313671527
2018-05-06,18.351342325944938,10.354961981469808,-13.02866766467169,-0.380041640972931
2018-05-07,18.683965616532507,8.818572906328415,-12.635373190634718,0.1581272877520581
2018-05-08,20.261993093512984,8.852381808242885,-12.101721241824094,-0.804125988143309
2018-05-09,20.755496692179563,9.101369616705588,-12.913948412409267,-0.28017382092873255
2018-05-10,20.8888216022094,8.905877997716614,-14.240739951858522,0.5662846881098117
2018-05-11,21.581922965315297,7.716502745762625,-13.37970063282959,0.06787151167521821
2018-05-12,20.66010622062022,6.4258050460121305,-13.953164937581212,-0.8615332606418624
2018-05-13,20.683067578524028,8.415279657225966,-13.212810990996816,-1.5858589239985434
2018-05-14,19.43405060696331,8.09825416113291,-12.320401809501663,-1.7383913570472467
2018-05-15,18.41568424242901,8.31701582605661,-12.451489117871677,-1.4628185628799213
2018-05-16,17.647889520528143,7.465642901243796,-11.36203964319306,-0.9333681269259284
2018-05-17,19.238873213718833,8.46203219240757,-11.975426918088562,-1.2299960735330142
2018-05-18,17.825840728326696,9.25433634440547,-12.672492994425285,-0.16069578346704683
2018-05-19,18.656570015777916,8.852245514890681,-13.416258375008496,-0.9933588550354076
2018-05-20,18.18919540539168,9.10927945705035,-12.9442430785298,-2.565983884421027
2018-05-21,18.742466774218677,9.389097346648867,-14.163423033487334,-3.0409669069414305
2018-05-22,19.009890458144927,7.6997339653596395,-14.008992056180894,-1.8590316521917158
2018-05-23,18.59783606019875,9.282350116665112,-14.596624013503135,-3.0594984728905956
2018-05-24,18.754147304751772,10.323276574245458,-14.471485456146269,-3.996500357388601
2018-05-25,18.832941823986886,11.884380164546574,-17.425070117313847,-4.6579128588529795
2018-05-26,18.742941234606274,12.66195243594098,-19.102793138311768,-5.484476661785725
2018-05-27,20.241788395071524,11.240707255585539,-18.32395137023301,-7.676646108601249
2018-05-28,19.851361304555606,11.417833967750212,-18.53147925017812,-5.540196762669135
2018-05-29,19.191912822280507,9.138983789567455,-17.828740980673565,-7.351181252134323
2018-05-30,18.445085852770937,8.595718538202242,-16.96667252568937,-7.2831218381823986
2018-05-31,18.951174757009667,8.470855277770632,-16.87817310057737,-8.087516371670839
2018-06-01,18.118826744671118,8.97539690730603,-18.26943390646287,-8.517951025084155
2018-06-02,17.762390239857034,9.38243777059171,-20.034574240875806,-8.452482046065848
2018-06-03,19.953959339249366,11.074124995572854,-18.894295553272027,-8.820917390024151
2018-06-04,19.140169028792346,10.952694813957729,-19.819357637799648,-10.953993970644195
2018-06-05,18.361786475402695,12.310871583665586,-20.475846302432736,-11.432801272041608
2018-06-06,19.99119536761081,12.513722125489254,-21.119877530639616,-11.920274221721769
2018-06-07,20.29049106694524,12.10492056095235,-19.584791231816745,-14.31337325541185
2018-06-08,19.756008869901557,11.89278783438663,-20.528929036142866,-14.05462669498662
2018-06-09,20.45454451915008,11.314228095232814,-18.982069522910997,-14.300013556904347
2018-06-10,19.80262141792425,10.16541701441068,-19.21872423768537,-13.788664547884377
2018-06-11,20.993026703512253,10.451176102784801,-20.56613019491519,-15.261655985435995
2018-06-12,22.028263003727645,10.817008869336876,-19.487523296945152,-15.7534110874747
2018-06-13,20.87993932305948,11.877290650089153,-19.043110441763044,-17.040013076464966
2018-06-14,21.182243352674238,11.665851704948176,-18.537534689539985,-16.39137708820336
2018-06-15,20.716406197634768,9.444962715758678,-16.44574680893821,-14.758910748391516
2018-06-16,21.199169331497608,9.073261007490071,-16.4171865822595,-14.962269741705997
2018-06-17,20.465875408640315,8.621626174965405,-17.20664314441747,-15.252391294437967
2018-06-18,20.9957390992281,10.256201801717864,-18.96810707975432,-15.969262782715788
2018-06-19,20.859009339544478,8.269493168734797,-18.873187576857525,-16.696489148390178
2018-06-20,21.140841740396976,9.937343661763778,-19.4858924637297,-16.85932134653203
2018-06-21,21.223312494143144,9.637390592114219,-18.676664236378095,-16.739797521287798
2018-06-22,22.733453709245822,10.487373152941977,-17.479993490485278,-16.423171514443776
2018-06-23,22.580512590975427,9.755878829594973,-16.09935866629029,-15.873090531593116
2018-06-24,20.783872379945095,11.499136700284376,-16.431308678035847,-16.298553368404434
2018-06-25,20.570951653986388,11.857457511961929,-17.362297258768752,-15.949182305233546
2018-06-26,21.024218695968706,11.686931875598752,-19.429272795348727,-14.312824679664102
2018-06-27,22.413723294546603,13.118175344794778,-19.343890603663617,-14.289529440870224
2018-06-28,21.976386848546763,14.709933526920208,-19.371039081457713,-14.836840698514822
2018-06-29,22.096696026325247,15.757026841228141,-20.186746831390302,-15.28491896147209
2018-06-30,21.21862530343333,16.13322170599591,-17.778312697159933,-13.906009210166498
2018-07-01,21.963465130988357,15.598605160221009,-17.41338173451361,-15.457787240313586
2018-07-02,21.3712524602193,14.299971104053503,-15.515646281425816,-14.693406073406129
2018-07-03,22.222556296562725,12.54488689002262,-14.78688131780315,-13.944840995154465
2018-07-04,21.314586596924396,13.230725743526586,-14.556826504599876,-12.867056210682101
2018-07-05,22.51870761284542,12.344699849431393,-16.541024620565906,-12.389131316372001
2018-07-06,22.630579941461363,12.054961664388545,-17.453291906650364,-13.392926603015294
2018-07-07,23.519217067178445,13.543718620621574,-16.557066472224033,-14.288312134570086
2018-07-08,23.58951050332838,14.566884294499946,-15.711056657509662,-14.957757454852235
2018-07-09,22.780879684274122,13.222263330836315,-14.911299225645928,-14.74645360457583
2018-07-10,21.088382115961668,14.789038618067847,-15.052537860811443,-13.796749332287657
2018-07-11,22.450427538448178,14.71375643131737,-15.751056113336707,-13.238618972013478
2018-07-12,22.23119980657759,14.298944563107144,-17.397950736974508,-12.767435670188108
2018-07-13,23.082586038168177,14.233966441615586,-18.203833117299382,-12.808093533080124
2018-07-14,22.089275467042416,15.908579357151991,-18.78540892293305,-13.205640425404207
2018-07-15,19.728644259203815,15.080726946808097,-19.825421112225342,-12.844129436647533
2018-07-16,21.29282565498161,15.198686050883502,-19.230199501125686,-14.562502008448142
2018-07-17,21.519511086129317,14.743462747665442,-19.417571267375386,-14.1344257924717
2018-07-18,22.233131104405285,14.744575294084411,-19.097513836549687,-14.60653126472817
2018-07-19,21.650489219618386,16.503920531509035,-19.621960402944364,-14.979876093426176
2018-07-20,21.19062189204136,17.22351067578284,-20.918506754803406,-15.134715549660884
2018-07-21,22.741850856097294,16.47491238287327,-20.952081043922153,-16.096890991033575
2018-07-22,22.82168488794816,17.93103072701163,-19.6364189246073,-14.56312267901614
2018-07-23,23.13988608379287,17.629561488154813,-21.230258959611888,-14.289098683955334
2018-07-24,22.88053835154769,17.264074872030864,-20.69850833102639,-13.27468061758108
2018-07-25,24.396517542358318,16.10157920241866,-19.933745794023917,-14.327386091806668
2018-07-26,23.68012867946201,15.6391204333218,-19.896687556542783,-14.643107366606547
2018-07-27,25.02103113089546,14.960015224489762,-20.51911036633045,-13.942328898958085
2018-07-28,25.176605483895028,15.09740475613708,-22.536751006877612,-13.254632133623701
2018-07-29,25.313266950902477,15.978033134802143,-23.284378663348974,-12.960264577360546
2018-07-30,25.75561348286301,14.845070048072884,-24.879748168997864,-11.14950586747068
2018-07-31,25.6609060096599,15.017968554538674,-24.562880037819447,-11.579483739614576
2018-08-01,24.574232847733374,16.313844865755335,-24.06730844316508,-11.538077454308652
2018-08-02,22.914086837282856,16.299572956495133,-22.88114946533764,-14.365119191529324
2018-08-03,22.34976839556677,15.594676794240115,-23.26295355429465,-15.75224537062524
2018-08-04,23.090327651503287,14.377689927278542,-23.955198489954157,-14.944738907442433
2018-08-05,22.45094476866028,13.911219144108356,-24.27982417439907,-15.019115734668535
2018-08-06,21.051661543128294,13.372315964963384,-24.126854478126237,-14.706737312771146
2018-08-07,22.244270749838076,12.535486070199768,-24.33829569898678,-14.558614964770536
2018-08-08,22.694917989647656,11.448804542537788,-24.1731296734887,-13.084378023364765
2018-08-09,22.709216786406007,11.690562591282163,-24.55764382556218,-14.986823005113498
2018-08-10,22.403654523133966,11.490208293164189,-26.559353370465367,-12.25071461550661
2018-08-11,24.524199128193402,12.55023530551913,-25.974605942439798,-10.438229566899299
2018-08-12,24.752407661463394,11.705495716650958,-25.99391086568991,-10.625427107307907
2018-08-13,23.48235366436315,11.073211687667134,-24.902387820315187,-9.235710781881025
2018-08-14,22.82772155996567,11.45316637127788,-24.72670875974343,-10.185818466865415
2018-08-15,22.810386306231212,9.659167815445713,-24.59146926154136,-8.69348994409131
2018-08-16,21.994633456669295,10.569488313985989,-25.695200140058922,-7.562728308853851
2018-08-17,21.931091687979148,10.86090919987181,-25.5196748187686,-7.556269601592591
2018-08-18,21.122795589401054,11.735795278307451,-25.14163637528703,-6.097477324678678
2018-08-19,21.750392619488892,11.864653551436021,-26.678622531863166,-5.125679821277667
2018-08-20,21.908588170200595,12.299325937631364,-27.234378180007024,-3.35776856206892
2018-08-21,19.710324187824877,12.210154037851346,-28.694714879178118,-1.3925702491646896
2018-08-22,18.879821610772908,11.078076403671833,-28.414486970434574,-0.43481546708107655
2018-08-23,18.460107221793315,11.671538532198134,-28.991512248148595,0.5625631426297655
2018-08-24,20.247003632392797,13.07165225946487,-30.418832630273617,0.9399506289402579
2018-08-25,20.141498266800706,13.92686508452982,-30.58859017407181,-0.3072448637115397
2018-08-26,20.466555132551544,15.277146208392734,-29.624495520649248,-0.03631515493547949
2018-08-27,19.356812561604197,13.742275348252493,-27.663289893486848,-0.9831549610955497
2018-08-28,17.243905557862263,12.294842489908543,-26.735900570987006,-1.2247013931381316
2018-08-29,17.08727753720327,11.561382344083416,-27.110819941150808,-1.5741689381080226
2018-08-30,16.04161435959768,13.243082254656679,-27.52080276575995,-1.673301872108601
2018-08-31,16.651348669931156,12.421105823691562,-28.27483402466586,-2.044856997547565
2018-09-01,16.802297163696277,12.03900157899113,-27.72460333738939,-4.853517118198658
2018-09-02,17.198886201131838,11.153413459657026,-27.48476009607704,-5.029927975210507
2018-09-03,19.162139250021784,11.095908535656642,-27.131638272826258,-4.267515687511566
2018-09-04,19.134325741679596,11.425877666049992,-24.772387540998558,-5.653743906780635
2018-09-05,17.770954808589856,10.80056120590239,-23.727876094543813,-4.8341288076944124
2018-09-06,17.187131685328275,11.147491039731669,-22.848397803090823,-4.49319585254125
2018-09-07,17.347435569140966,12.539189014608006,-22.33397870552006,-3.6651662225493187
2018-09-08,18.55598941231356,11.256849106897489,-22.509066323302,-4.108923365381381
2018-09-09,17.400755335270834,10.832827986479323,-21.884817184596677,-4.915609212616046
2018-09-10,17.308879837390183,11.71366749386273,-21.17677715664282,-4.934173159415251
2018-09-11,16.018623372557638,12.157782842452795,-19.761127229118657,-3.990705185922701
2018-09-12,16.457389115565363,10.365299015846361,-18.307147775572155,-2.4082295137991667
2018-09-13,16.441823697003613,11.247878863426767,-19.521108147361982,-1.9973599288074246
2018-09-14,15.190409935095708,11.445759943158262,-18.91275508779859,-2.591902438981121
2018-09-15,17.124810035883247,10.385164042081206,-18.65238327584619,-2.8435777487849565
2018-09-16,17.32575235548369,10.26815395557551,-17.399399674353724,-1.9804620490084899
2018-09-17,19.167207109881613,9.750638514436536,-18.17564650312923,-2.3745326058988825
2018-09-18,19.4281873309583,9.805889393370093,-17.161590259107793,-2.355367116753216
2018-09-19,19.266830089307863,9.906629892488745,-17.98192119312061,-2.578351861298594
2018-09-20,18.1000892786651,9.635140641440135,-18.72594539430461,-2.144569147204763
2018-09-21,16.403356782839094,8.786549288496218,-18.21707750769025,-3.1059217516040545
2018-09-22,15.820595559680227,9.400089911151403,-18.441438455847674,-4.518483423522298
2018-09-23,15.322425907774106,10.431711227028748,-20.41772129511273,-2.43889947387744
2018-09-24,15.353829988325044,11.153045829096415,-20.10348416342645,-0.9331657496858916
2018-09-25,14.48720442831627,11.904279876538096,-19.633061058242802,-0.7794414627152655
2018-09-26,13.310109385823987,12.935453500061179,-20.95472216011991,-1.4682571023270388
2018-09-27,14.209013239539717,12.887524824038977,-20.599537601270256,-0.24974964074497685
2018-09-28,14.825530657892385,12.050791180872586,-19.831220506985332,-1.936781896331656
2018-09-29,14.38904226188713,11.408117049676306,-20.564177563613644,-2.87520579031521
2018-09-30,15.805904442014146,10.849340155629234,-21.264456170104253,-3.558704235872463
2018-10-01,15.573376301975289,10.75470128062001,-20.95948512459192,-3.388695338819139
2018-10-02,15.45411125439382,10.519469066687448,-20.88376189798931,-3.559861535917485
2018-10-03,15.252121019017226,9.579012075075394,-19.823387957052844,-2.0648970439307623
2018-10-04,16.107647985018602,8.74474793675651,-19.931537610932367,-1.5106738879889279
2018-10-05,15.689173975993125,7.0741978123716756,-22.52081225912714,-0.03436917898722669
2018-10-06,14.11424256976262,8.87647871133095,-21.279778339238568,0.4349352390611255
2018-10-07,13.039094327716352,9.719822645519592,-22.243197208056063,0.24810199929060336
2018-10-08,12.711643303472945,11.442332613895282,-23.592565142466412,0.144836600777062
2018-10-09,13.106145599373889,11.816615885832126,-23.346847769142258,0.027916226542195124
2018-10-10,14.467978678966587,11.317608935109075,-24.503973056499216,-0.08417643752306896
2018-10-11,12.835067798644118,11.380672681031541,-25.588091819799928,-2.894061808622236
2018-10-12,11.369401130403059,13.285080623598171,-25.09256088020822,-3.025430430769655
2018-10-13,9.739105197018118,12.9767882659377,-24.169197705304963,-2.0404056249355467
2018-10-14,9.278892552941391,12.21733285984915,-24.295840405529784,-1.9006791378763357
2018-10-15,11.120705579038356,12.559175513189812,-23.614031918754286,-2.1256069703073805
2018-10-16,13.518870722292236,12.11437231278618,-25.080587563867283,-2.266045254540583
2018-10-17,14.685353050048686,11.564822910167655,-25.1863436621024,-0.5260828386926442
2018-10-18,14.11336022254148,11.108567601178146,-25.824887944319244,-1.6172620033708693
2018-10-19,13.864370710179225,11.584929635020472,-25.594248719214523,-0.8548623984111907
2018-10-20,13.218158727097798,12.222938056364733,-25.77515223007177,0.5677154866470187
2018-10-21,12.150829007728285,12.830368886738817,-26.104377659832966,0.5704774380413017
2018-10-22,11.178991807194791,13.508984001285757,-25.963932610897118,-0.7797509191264994
2018-10-23,10.074141525865864,14.179551560322134,-24.934405431504803,-2.1778106604444383
2018-10-24,7.331292854876265,14.701727104492281,-24.58694275669876,-4.417824650127663
2018-10-25,6.665989998546209,15.532337537724374,-24.5662891361466,-2.629499320709055
2018-10-26,5.7269281138658625,15.388978611591178,-25.001379632343216,-2.5036214414225206
2018-10-27,5.790631995943074,16.610773341403696,-25.233160496508678,-2.3550941680955186
2018-10-28,6.715634342512211,17.14155806849355,-25.15106012203919,-4.0703326334875
2018-10-29,6.213727384267889,18.125923149075042,-23.81992113503185,-4.25128377167406
2018-10-30,5.4613404578871325,16.016806717229603,-25.72208462802604,-5.799245241659532
2018-10-31,6.155629195364015,15.127909288896758,-24.64448151623134,-5.1386656625630645
2018-11-01,7.686797840254042,15.760583963022272,-25.88205778465951,-3.8667659545599458
2018-11-02,7.223663968143172,16.58155437110659,-23.626244278355628,-4.053940069038547
2018-11-03,6.397279124143741,17.24131204069949,-22.670933041629915,-4.880093307093687
2018-11-04,7.050869668817516,16.926830013779835,-21.653066265661877,-3.022366569405846
2018-11-05,6.245014747364561,18.90179896737112,-24.448351250906903,-3.08908302046421
2018-11-06,7.207999785594673,18.540399217799557,-25.536255647696372,-2.5636370482553668
2018-11-07,6.494294248917486,18.14844566231815,-24.133641290002906,-2.872255880642518
2018-11-08,6.504781713631659,18.15506307643533,-22.92021199666618,-2.7321588507758823
2018-11-09,6.085310530827972,19.581562033728964,-22.67540332829715,-2.3535976986012956
2018-11-10,5.25211337297364,20.566133439433212,-19.457330504101172,-1.5542637654310274
2018-11-11,5.0783424692013694,20.111602089377353,-19.72402493501789,0.5640625319503789
2018-11-12,5.207062470612238,19.73208482830148,-18.686592088923483,2.4049226196026026
2018-11-13,3.5095084976403648,20.34718825096501,-18.677403872319758,1.0091412646290383
2018-11-14,3.9377194826737107,19.5344897095131,-17.955072347517547,1.9031529549482102
2018-11-15,3.863458282021018,18.741549784248406,-16.893626368666926,2.4156700760167618
2018-11-16,4.101927255358212,19.639626447048855,-18.553925832050094,2.421515613707805
2018-11-17,5.184942501514278,19.149314215017085,-18.807399866639646,1.403821177805667
2018-11-18,3.715220532275712,18.137132189814754,-19.383881519073995,-0.03981820175318673
2018-11-19,3.7678008465080666,20.659501926711,-18.360116691797515,-0.23735667132926513
2018-11-20,5.107715321841879,23.63914363592631,-18.222308525150257,-1.8086623857424549
2018-11-21,4.492630440959266,23.55594376613795,-18.19598208516531,-3.6673755197991555
2018-11-22,4.0309877778463274,22.89895124097429,-17.036636111522785,-5.17626839942218
2018-11-23,4.542369944155646,21.884468431250845,-16.442862210986373,-5.106519420410542
2018-11-24,5.691640871263097,22.615436860882802,-16.281874823308428,-7.8522095852637115
2018-11-25,5.212616686626492,22.3655440883488,-16.085802387849263,-8.113139384936218
2018-11-26,5.524172779783945,22.687381465159863,-15.881898018021271,-8.021334614355364
2018-11-27,5.454077584058006,23.025535503261537,-15.54289326568974,-8.062795969111212
2018-11-28,5.018986658173386,22.35722219005554,-16.782597842773047,-6.880533120720914
2018-11-29,7.464765659498567,21.76349568384689,-15.723893364765596,-7.201705515363906
2018-11-30,6.497138113358961,22.277889172301204,-13.418630548148242,-7.4220868267096245
2018-12-01,7.584729506976547,21.72622930354304,-12.898358834798213,-6.473596142505662
2018-12-02,8.685649278568384,19.940849116014274,-11.059150342115858,-7.103301172737506
2018-12-03,8.34598222298035,20.942128926790765,-10.254440383508019,-6.788439831739019
